question,label
에어컨 켜져있어,ac_query
에어컨 설정 온도,ac_query
바람 세기 뭐야,ac_query
에어컨 다 켜져있어,ac_query
에어컨 되고 있나,ac_query
에어컨 켜줘,ac_on
냉방 켜줘,ac_on
너무 더워,ac_on
덥다,ac_on
시원하게 해줘,ac_on
거실 에어컨 켜줘,ac_on
에어컨 꺼줘,ac_off
냉방 꺼줘,ac_off
에어컨 끄자,ac_off
에어컨 23도,ac_temp
에어컨 온도 맞춰줘,ac_temp
에어컨 낮춰줘,ac_temp
에어컨 올려줘,ac_temp
거실 에어컨 23도로,ac_temp
제습 모드,ac_mode
송풍 모드,ac_mode
냉방 모드,ac_mode
자동 모드,ac_mode
제습으로 해줘,ac_mode
송풍해줘,ac_mode
거실 제습으로,ac_mode
바람 세게,ac_wind
바람 줄여줘,ac_wind
강풍,ac_wind
약풍,ac_wind
풍향 고정,ac_wind
거실 에어컨 세게,ac_wind
에어컨 자동모드,ac_schedule
취침모드 에어컨,ac_schedule
자고있을때 에어컨,ac_schedule
전체 다 켜,ac_exception
전기요금 아끼게,ac_exception
에어컨 고장,ac_exception
환기 켜줘,ventilation_on
공기가 탁해,ventilation_on
답답해,ventilation_on
환기 좀 시켜줘,ventilation_on
숨이 막혀,ventilation_on
공기청정기 켜줘,ventilation_on
환기 꺼줘,ventilation_off
환기 끄자,ventilation_off
환기 상태,ventilation_query
공기질 어때,ventilation_query
환기 켜져있어,ventilation_query
환기 자동,ventilation_mode
환기 수동,ventilation_mode
환기 강하게,ventilation_mode
환기 약하게,ventilation_mode
취침 환기,ventilation_mode
가스 잠궈줘,gas_off
가스 밸브 잠가,gas_off
가스 차단,gas_off
가스 상태,gas_off
커튼 열어줘,curtain_control
커튼 닫아줘,curtain_control
블라인드 열어,curtain_control
블라인드 닫아,curtain_control
전동커튼 열어,curtain_control
외출 설정,security_mode
재택 설정,security_mode
방범 모드,security_mode
외출 모드 켜줘,security_mode
나 지금 나갈건데,security_mode
날씨 어때,weather_query
오늘 날씨,weather_query
내일 날씨,weather_query
비 와,weather_query
우산 가져가야 해,weather_query
이번 주 날씨,weather_query
주말 날씨,weather_query
미세먼지 어때,dust_query
공기 좋아,dust_query
미세먼지 농도,dust_query
오늘 뉴스,news_query
뉴스 알려줘,news_query
헤드라인,news_query
최신 뉴스,news_query
뉴스 검색,news_query
교통 정보,traffic_query
출근길 어때,traffic_query
지하철 정보,traffic_query
버스 정보,traffic_query
대중교통,traffic_query
전기요금,energy_query
에너지 사용량,energy_query
이번 달 전기,energy_query
수도 사용량,energy_query
가스 사용량,energy_query
원격 검침,energy_query
엘리베이터 불러줘,elevator_control
엘리베이터 호출,elevator_control
엘리베이터 몇 층,elevator_control
모닝콜 설정,alarm_setting
알람 맞춰줘,alarm_setting
아침에 깨워줘,alarm_setting
모닝콜 취소,alarm_setting
지금 온도 몇 도야,temp_query
실내 온도 알려줘,temp_query
충전 상태 어때,ev_charging
전기차 충전,ev_charging
충전기 정보,ev_charging
급속 충전기,ev_charging
충전 시작해줘,ev_charging
차량 등록해줘,visitor_parking
방문객 차량,visitor_parking
차량 등록 되어있나,visitor_parking
차량 번호 등록,visitor_parking
차량 출입 정보,car_history
주차 출입,car_history
차량 내역 확인,car_history
단지 정보,complex_info
관리사무소 전화번호,complex_info
단지 소식,complex_info
볼륨 조절,system_setting
설정 가능한거,system_setting
화면 밝기,system_setting
비밀번호 변경,system_setting
AS 연결,system_setting
이사갈때 정보 삭제,system_setting
병원 찾아줘,medical_query
약국 어디있어,medical_query
응급실,medical_query
의료 정보,medical_query
기름값 어때,fuel_query
주유소 가격,fuel_query
유가 정보,fuel_query
주식 어때,stock_query
코스피,stock_query
삼성전자 주가,stock_query
증시,stock_query
커뮤니티,community_query
동호회,community_query
입주민 게시판,community_query
비상,emergency
긴급,emergency
도와줘,emergency
화재,emergency
119 불러줘,emergency
