question,label
문재인 신년사 관련 뉴스 좀 찾아줘,news_play
다른 시간대 는 지금 몇 시야,time_query
애리조나 는 무슨 시간대야,time_query
지금 인도 는 몇 시야,time_query
필리핀 은 지금 몇 시야,time_query
바깥 온도 어때,weather_info
전등 색깔 파란색 으로 바꿔줘,light_dim
색상이 파란색 인지 확인해,light_dim
빨간색 조명 으로 바꿔줘,light_dim
뉴욕 몇 시야,time_query
덴버 는 몇 시야,time_query
조용히 해줘,system_volume_set
스피커 꺼,system_volume_set
조용히 해줘,system_volume_set
알람 시간 확인해,alarm_query
내가 가진 알람들 어떤 거야,alarm_query
우리 점수에 의하면,weather_info
내가 집에 없을 때 무음으로 해줘,system_volume_set
지금 몇 시야,time_query
지금 몇 시야,time_query
시간 있어,time_query
이건 불가능해,weather_info
스위치 꺼,light_off
리모트 센서에 의해,light_off
가장 최근의 세계 뉴스가 뭐야,news_play
한 시 에 리마인더 알람 맞춰줘,alarm_set
오전 아홉시 알람 켜,alarm_set
비처럼 음악처럼 볼륨 높여줘,system_volume_set
거실 불 꺼 줘,light_off
거실 조명 꺼지도록 설정해,light_off
나열한 알람 몇 개야,alarm_query
내일 로 설정된 알람 있어,alarm_query
내일 알람 상황 어때,alarm_query
내 오전 여덟 시 알람 취소,alarm_set
조명 색 바꿔,light_dim
조명 색 바꿔줘,light_dim
지금 기온 이 어때,weather_info
얼마나 따뜻해,weather_info
얼마나 춥나,weather_info
이십삼일 에 생일 얼마나 있어,time_query
두번째 토요일 은 십이일 이야,time_query
이십이일 에 크리스마스 가 있어,time_query
며칠이야,time_query
볼륨 크게,system_volume_set
현관 쪽 조명 하나 꺼,light_off
불 꺼 줘,light_off
램프 꺼,light_off
내일 오후 다섯 시 삼십 분 에 일몰이려나,weather_info
이번 주 비가 올 가능성 있어,weather_info
최신 뉴스 어때,news_play
요즘 트렌드 는 뭐야,news_play
동부 시간대로 몇 시야,time_query
지금 얼마나 따뜻한가,weather_info
소리 키워,system_volume_set
볼륨 낮춰줘,system_volume_set
볼륨 더 크게 해줘,system_volume_set
알람 을 시작하도록 설정,alarm_set
자정에 알람 시작하게 변경해,alarm_set
지금으로부터 한주간 날씨 어때,weather_info
화요일 날씨는 어때,weather_info
주말 일기 예보는 어때,weather_info
이십분 동안 음소거,system_volume_set
나중에 틀어줘,system_volume_set
다음날 아침 오전 일곱 시 알람 설정해주시겠어요,alarm_set
그 달 의 마지막 날은 뭐야,time_query
중부 는 몇 시야,time_query
산지 표준시로 지금 몇 시지,time_query
윤석열 관련 최근 논란은 뭐니,news_play
김건희에 대한 최신 논란은 무엇이니,news_play
한전 관련 뉴스 있으면 알려줘,news_play
오스템 횡령 관련 소식 알려줘,news_play
이번 주 최고 온도 는 몇도야,weather_info
불 약간 올려줘,light_brighten
조명 조금만 올려줘,light_brighten
조명 조금 더 잘 보이게 켜,light_brighten
내가 설정한 알람들 알려줄래,alarm_query
내가 오늘 로 설정한 알람 있어,alarm_query
나 알람 설정해야 해 내가 알람 몇 개 설정했지,alarm_query
조명 제어 방 불 꺼 줘,light_off
경기도 현재 날씨는 어때,weather_info
서울 현재 날씨는 어때,weather_info
뉴욕 현재 시간,time_query
조명 꺼,light_dim
조명 낮춰줘,light_dim
밝기 낮춰,light_dim
무슨 요일인지 말해줄래,time_query
몇 시인지 말해줄 수 있어,time_query
지금 몇 시니,time_query
현재 시간 표시,time_query
주식 시장 가격 에 관해 업데이트 해줘,stock_index_query
워싱턴 시간 알려줘,time_query
지금 워싱턴 시간 알려줘,time_query
너무 시끄러워 볼륨 낮춰,system_volume_set
방 밝게 해줄래,light_brighten
국회에 무슨 일이야,news_play
날씨 리포트 알려줘,weather_info
날씨 정보 알려줘,weather_info
날씨 확인,weather_info
불 덜 밝게 하고 싶어,light_dim
조명 덜 밝게 해줘,light_dim
선거 여론조사 업데이트 전해줘,news_play
마지막 s. b. s. 속보 보여 줘,news_play
신문 줘봐,news_play
부산일보 뉴스 알고 싶어,news_play
서울 신문에서 가장 최근 뉴스 읽어줘,news_play
내일 아침 네 시에 알람 설정해줘,alarm_set
다섯 시간 후 나 깨워줄 알람 만들어줘,alarm_set
세 시간 후에 나 깨워주는 알람 맞춰줘,alarm_set
주간 기상 통계정보 알려줘,weather_info
주간 기상정보 보여줘,weather_info
불 꺼 줘,light_brighten
볼륨 좀 낮춰줄래,system_volume_set
큰소리로 답을 말해줘,system_volume_set
오늘 기온 은 몇도야,weather_info
오늘 날씨 얼마나 습한가,weather_info
뭐가 유행이야,news_play
인기있는 헤드라인 전해줘,news_play
이 노래 볼륨 약하게 해줘,system_volume_set
볼륨 높여줘 다른 방에서 듣게,system_volume_set
십 퍼센트로 볼륨 낮춰,system_volume_set
내가 말할 때까지 조용히 해줘,system_volume_set
잠시 말하지 마,system_volume_set
내 새로운 뉴스 채널에서 가장 최신 뉴스 검색해줄래,news_play
최신 스포츠 소식 말해주세요,news_play
요즘 세계에 어떤 일들이 벌어지고 있니,news_play
k. b. s. 뉴스 업데이트 전해줘,news_play
와이티엔 새로운 소식 어떤 것들이 있니,news_play
k. b. s. 최신 업데이트 된 소식 알려줘,news_play
k. b. s. 최신 뉴스 업데이트 보여 줘,news_play
박근혜 뉴스에 나오면 알려줘,news_play
바깥 온도가 삼십도가 되면 알려줘,weather_info
오늘 날씨 어때,weather_info
지금 기온 이 어때,weather_info
이번 주 날씨가 어땠어,weather_info
이번주 가장 더운 날 보여줘,weather_info
여름 인가,weather_info
이번 주 우박 올 가능성 있어,weather_info
내일 아침 설정된 알람 확인해줘,alarm_query
내일 알람 몇 시로 설정되어 있어,alarm_query
시 관련 최근 지역 뉴스 알고 싶어,news_play
스피커 소리 음소거 부탁해,system_volume_set
오케이 구글 스피커 음소거 부탁해,system_volume_set
오케이 구글 스피커의 모든 볼륨을 낮춰줘,system_volume_set
오늘 몇 월 며칠이야,time_query
중앙일보 어플 들어가줘,news_play
조선일보에서 온 아침 브리핑 메일 열어줘,news_play
볼륨 높여줘,system_volume_set
오늘 내 지역 날씨는 어때,weather_info
오케이 구글 내가 오늘 있는 지역의 날씨 알려줘,weather_info
집 쪽의 칠일 간 날씨 예보 보여줘,weather_info
밖에 너무 더운데 오늘 오후 기온 이 어때,weather_info
헤이 구글 밖에 너무 더운데 오늘 오후 기온 어때,weather_info
이번 주말 에 여기 눈이 올까,weather_info
k. b. s. 스포츠 최신 소식 말해줘,news_play
최신 증권가 찌라시가 뭐니,news_play
이번 주 기상 알람 전화 취소,alarm_set
이번 주 모닝 콜 중지,alarm_set
지금 설정된 알람들 뭐 있어,alarm_query
내일 어떤 알람 이 나 깨워줘,alarm_query
지금 설정된 알람 있어,alarm_query
조명들 켜,light_brighten
불 더 밝게,light_brighten
불 어둡게 해줘,light_dim
날씨 예보,weather_info
오늘 날씨,weather_info
내 알람들,alarm_query
침실 불 꺼 줘,light_off
부엌 조명 꺼,light_off
침실 조명 꺼,light_off
플로리다 마이애미 는 지금 몇 시야,time_query
경상남도 부산 지금 몇 시니,time_query
호놀룰루 몇 시야,time_query
s. b. s. 뉴스,news_play
국영 신문 뉴스,news_play
지금 몇 시인지 알려줘,time_query
현재 시간 알려줘,time_query
내일 아침 알람 꺼줘,alarm_set
오후 세 시 에 조명 파랗게 켜,light_dim
라벤더 톤의 조명 해줘,light_dim
문재인 내각 임명 관련 업데이트 알려줘,news_play
다음 주 날씨 어떨 것 같아,weather_info
다음 주 기온 어떨 것 같아,weather_info
서울 몇 시지,time_query
지금 뉴욕 은 몇 시야,time_query
뉴욕 의 현재 시간 말해주세요,time_query
내 방 불 꺼,light_off
지금 몇 시인지 말해주세요,time_query
아침 알람 삭제해,alarm_set
아침 알람 삭제해주시겠어요,alarm_set
올리 내 아침 알람 삭제해주세요,alarm_set
조명 약간 어둡게 해줘,light_dim
조명 조금 더 낮춰,light_dim
스피커 볼륨 좀 바꿔줘,system_volume_set
내 알람 설정해주세요,alarm_set
런던 지금 몇 시야,time_query
질문에 답하기 위해 시나리오를 본다,news_play
서울 날씨 어때,weather_info
서울 날씨 지금 나빠,weather_info
내 스피커 음소거 좀 해줄래,system_volume_set
소리 꺼,system_volume_set
아침 다섯 시에 알람 설정,alarm_set
내 알람 을 내일 아침 여섯 시 삼십 분 으로 맞춰줘,alarm_set
여섯 시 알람 맞추고 싶어,alarm_set
조명들 켜,light_brighten
이 방 밝기 높여 주세요,light_brighten
불 어둡게 해줘,light_dim
특정 주제 관해 현재 뉴스 보여 줘,news_play
최근 특정 주제 뉴스,news_play
오늘 소식 뭐 있니,news_play
내일 무슨 일이 생길까,news_play
가장 최신 뉴스 뭐야,news_play
뉴욕 은 지금 몇 시야,time_query
이 방 불 꺼 줘,light_off
조명 꺼 주세요,light_off
음악 소리 좀 키워줘,system_volume_set
너무 시끄러워 음악 소리 좀 작게 해 줄래,system_volume_set
볼륨 최대로 높여줘,system_volume_set
나의 집 조명 하얀색에서 노란색으로 바꿔,light_dim
나의 침실 조명 색상 빨갛게 바꿔,light_dim
에스 비 에스 오늘의 뉴스,news_play
현재 월드 뉴스,news_play
s. b. s. 세계 뉴스,news_play
세계 뉴스,news_play
이 방 조명 꺼,light_off
오전 여덟 시 알람 삭제,alarm_set
내일 아침 알람 삭제,alarm_set
오늘 저녁 알람 꺼주세요,alarm_set
일요일 에 날씨가 안 좋을까,weather_info
이번 주말 날씨는 어떨 것 같아,weather_info
k. b. s. 오늘의 뉴스 보여줘,news_play
디스패치 뉴스 듣고 싶어,news_play
뉴스 앱 열어줘,news_play
오늘 날씨는 어떨 것 같아,weather_info
오늘 눈 이 올까,weather_info
지금 날씨 어때,weather_info
오늘의 날짜 보여줘,time_query
불 낮춰줘,light_dim
여기 너무 밝아 조명들 어둡게 해,light_dim
거실 불 어둡게 해줘,light_dim
미디어 룸 조명 보라색 에서 초록색 으로 바꿔,light_dim
현관 조명 밝게 해,light_brighten
내 작업 알람 내일 로 설정되었어,alarm_query
목요일에 설정된 알람 뭐야,alarm_query
오늘 뉴스 어떤게 있어,news_play
매일경제 소식 뭐 있어,news_play
오늘 무슨 소식들 있어,news_play
오디오 세팅 변경해,system_volume_set
오디오 베이스 소리 꺼,system_volume_set
오늘 비 가 올 확률이 얼마나 될까,weather_info
금융 뉴스 관련 매 시간별 공지 받고 싶어,news_play
볼륨 설정 보여줘,system_volume_set
볼륨 설정 봐야 해,system_volume_set
거실 불 높여줘,light_brighten
거실 조명 낮춰,light_dim
머리 맡 조명들 어둡게 해,light_dim
조명 이십 퍼센트 낮춰줄 수 있어,light_dim
내일의 이 지역 날씨 어떨 것 같아,weather_info
내일의 날씨 업데이트 해줘,weather_info
내일 날씨 목록 보여줘,weather_info
볼륨이 너무 높다 낮춰줘,system_volume_set
못들었어 다시 더 크게 반복해줘,system_volume_set
잠깐 멈춰줘,system_volume_set
잠시 작동하지 마,system_volume_set
음소거 해,system_volume_set
조명 켜,light_brighten
방 더 밝게 해 줘,light_brighten
네이버 닷컴으로 가,news_play
삼십 일 일까지 있는 다음 달 은 언제야,time_query
현재 경기도 날씨 어때,weather_info
서울 날씨 예보 알려줘,weather_info
인천 날씨 알려줘,weather_info
정치 최신 뉴스 말해줄래,news_play
정치에 무슨 일이 일어나고 있어,news_play
날짜 말해줘,time_query
오늘 나중에 비가 올까,weather_info
오늘 시내 습도 알려줘,weather_info
알람 켜,alarm_set
오전 다섯시 삼십분 에 알람 설정해,alarm_set
아침 다섯 시 정각 에 알람 맞춰줘,alarm_set
오늘 아침 뉴스 뭐 있어,news_play
오늘 하루 속보가 뭐였어,news_play
벌써 이십구 일 이니,time_query
오늘이 무슨 요일인지 말해줘,time_query
지금 뉴욕 시간,time_query
나이지리아 라고스 의 현재 시간은 뭐야,time_query
주방 조명 꺼,light_off
침실 조명 꺼,light_off
국제여성의 날 탑 뉴스,news_play
소리 조정해줘,system_volume_set
좋은 소리 내줘,system_volume_set
편안하게 소리 조정,system_volume_set
문재인 관련 기사 찾아 한겨레 빼고,news_play
오전 열두시 삭제,alarm_set
김해 지역 최신 로컬 뉴스 뭐가 있니,news_play
북금곰에 대한 기사가 있니,news_play
오후 열두 시 의 우리 시 기온 알려줘,weather_info
이번 주 천안 날씨 확인해줘,weather_info
내 오후 세 시 알람 비활성화,alarm_set
오후 세 시 알람 취소해줘,alarm_set
저녁 먹을 근사한 식당 찾아줘,medical_search
파란색 조명 원해,light_dim
파란색 조명 원해,light_dim
조명 파란색 으로 변경,light_dim
이달 셋째 주 월요일 은 며칠이야,time_query
태양계 관해 최신 기사 읽어줘,news_play
우리 정치 관한 최신 뉴스 기사 찾아줘,news_play
지금 뉴욕 몇 시야,time_query
불 분위기 바꿔줄 수 있어요,light_dim
내 조명들 색깔들 조정해 줘,light_dim
안녕 지금 몇 시야,time_query
나 우리 집 빨간색 이면 좋겠으니 바꿔줘,light_dim
조명 색 붉게 조정해,light_dim
오늘 며칠인지 알려줘,time_query
이번 주 비 올 가능성이 있어,weather_info
이번 주의 날씨 브리핑 해줘,weather_info
시간 알려 줄래,time_query
오늘 아침 서울 기온 이 몇도였어,weather_info
대선 뉴스 알려줘,news_play
삼월 십오일 에 날씨 상세하게 알려줘,weather_info
알람 언제로 설정되어 있어,alarm_query
알람 몇 개 있어,alarm_query
중부 시간으로 현재 시간 좀 알려줘,time_query
지금 세계는 어떠너 일이 일어나고 있을까,news_play
뉴스 뭐야,news_play
십이월 오일 일요일인가,time_query
지금 현재 정확한 부산 시간 알려줘,time_query
워싱턴 은 지금 몇 시야,time_query
현재 시간은 뭐야,time_query
현재 시간 말해줄 수 있어,time_query
오늘 회의 관한 소식 전해줘,news_play
더 크게,system_volume_set
올리 더 크게,system_volume_set
낮춰,system_volume_set
인도 모디 총리는 지금 어떤 국가를 방문하고 있니,news_play
문재인 경제 정책 어떤거야,news_play
안녕 olly 오늘 며칠이야,time_query
안녕 오늘 며칠이야,time_query
오늘 며칠인지 알려줘,time_query
오늘의 날씨는 어때,weather_info
오늘 여기 기상 상황은,weather_info
오늘 의 일기 예보는 어때,weather_info
오늘 날씨가 좋을까,weather_info
여기 파란색 으로 만들어줄 수 있어,light_dim
여기 조명 파랗게 만들어,light_dim
올리야 오늘 날씨는 어때,weather_info
오늘 날씨 어때,weather_info
오늘의 일기 예보 알려줘,weather_info
볼륨 높여줘,system_volume_set
오늘 날씨 어때,weather_info
오늘 날씨는 무난한 가,weather_info
내가 어떤 알람들 을 내일 로 설정했어,alarm_query
아침 으로 설정된 알람 알려줘,alarm_query
팔일 이 월요일 이야 아니면 일요일 이야,time_query
부활절이 무슨 요일이니,time_query
오만이백십칠번째,time_query
이천 십 오년 이 월 십 칠일,time_query
지금 시간 알려줄래,time_query
이번 주 날씨는 어때,weather_info
내 스피커 낮춰줘,system_volume_set
조명 어두운 파란색 으로 낮춰 줘,light_dim
조명 색 보라색 으로 바꿔줘,light_dim
볼륨 조금 키워봐,system_volume_set
볼륨 낮게 해 줘,system_volume_set
불 낮춰 줘,light_dim
k. b. s. 뉴스 틀어줄래,news_play
k. b. s. 뉴스 지금 당장 말해줘,news_play
크게 말해줘,system_volume_set
볼륨 높여줘,system_volume_set
화장실 불 꺼 줘,light_off
음악 볼륨 높여,system_volume_set
이번 달 셋째 금요일 날짜가 뭐니,time_query
전 전주 수요일 며칠이었지,time_query
올리야 토요일 에 비가 올까,weather_info
토요일 에 날씨가 어떨 것 같아,weather_info
올리야 토요일 날씨 어떨 것 같아,weather_info
올리야 토요일 에 날씨 맑을까,weather_info
시간,time_query
지금 몇 시니,time_query
몇 시야,time_query
나는 언제나 집중해,weather_info
부산 현재 날씨는 얼마나 덥나,weather_info
조명 밝게 해줘,light_brighten
불 더 켜줘,light_brighten
시간 좀 알려줘,time_query
선거 관련 새로운 거 알려줘,news_play
조명 파란색 으로 변경해줘,light_dim
볼륨 올려주세요,system_volume_set
볼륨 낮춰줘,system_volume_set
볼륨 조절 부탁해,system_volume_set
베이징 시간 알려줘,time_query
나 어떤 알람들 있어,alarm_query
내 알람 보여줘,alarm_query
내가 가진 알람들 알려줘,alarm_query
조용히 해,system_volume_set
무음으로,system_volume_set
소리 내지 마,system_volume_set
할로윈 언제야,time_query
불 켜 줘,light_on
조명 조절해줘,light_dim
주간 알람 설정 변경,alarm_set
날씨,weather_info
밖에 어때,weather_info
부산 은 어때,weather_info
이재명 뉴스 피드 팔로우 해,news_play
일본 관련 업데이트된 뉴스 알려줘,news_play
중국 상황 업데이트해줘,news_play
금요일에 비 와,weather_info
스피커 음소거해,system_volume_set
볼륨 육십으로 올려,system_volume_set
볼륨 이십으로 낮춰,system_volume_set
오늘의 스포츠 소식 전해줘,news_play
오늘의 스포츠 뉴스 헤드라인 알려주세요,news_play
불 줄여줘,light_dim
조명 제일 약하게 해줘,light_dim
거실 등 더 부드러운 색깔 로 바꿔줄래,light_dim
독서 할 수 있도록 밝은 색으로 선택,light_dim
거실 조명 붉은 계열로 만들어줘,light_dim
내가 가진 알람들 검토,alarm_query
모든 알람 나열해,alarm_query
매일경제 뉴스에서 뉴스 보여줘,news_play
k. b. s. 뉴스 닷컴 사이트 열어,news_play
거실 불 꺼 줘,light_off
현관 불 켜 줘,light_on
윗 층 전체 조명 켜줘,light_on
왼쪽 불 커,light_off
한 시간 동안 음소거 모드로 설정해,system_volume_set
색상 빨강 으로 바꿔,light_dim
오늘밤 에 비가 오나,weather_info
볼륨 오십으로 높여줘,system_volume_set
볼륨 십으로 줄여줘,system_volume_set
왼쪽 스피커 볼륨 십만큼 올려줘,system_volume_set
s. b. s. 에서 새로운 뉴스 찾아줘,news_play
오늘 y. t. n. 정치 관련 뉴스 올려줘,news_play
울산 날씨 어때,weather_info
지금 아산 에 비가 오나,weather_info
오늘 비가 오나 우산 가져가기 싫은데,weather_info
이번 주말 에 눈 내리는지 알려줘,weather_info
거실 조명 꺼,light_off
이번 주 날씨 어떨 것 같아,weather_info
이번 주 일기 예보 알려줘,weather_info
조명들 밝게 켜,light_brighten
여기 어두우니 조명 강도 높여줄 수 있어,light_brighten
빠르게 브리핑 해줄래,news_play
오늘 세계는 무슨 일이 있었지,news_play
이 천 십 칠년 삼월 사일 어떤 뉴스가 있었니,news_play
오늘 현재 날짜는 뭐야,time_query
문재인 대통령에 관한 최신 정보 알려주세요,news_play
최근 포뮬러 원 레이싱 소식 좀 부탁해,news_play
이번 주의 한국 이민법 관련 소식 찾아주세요,news_play
내일 날씨 어때,weather_info
인기 있는 세계 뉴스 제공 부탁해,news_play
포항 시간 몇 시야,time_query
내가 내일 아침 으로 설정한 알람이 있는지 확인해줘,alarm_query
내일 아침 몇 시에 알람 설정 되어 있어,alarm_query
내일 아침 으로 설정된 알람 있어,alarm_query
인도 현재 시간 알려줘,time_query
말레이시아 의 현재 시간 말해줘,time_query
서울 시간 알려줘,time_query
시간 제약,light_off
조명 희미하게 해,light_dim
비 가 내릴 징조,weather_info
정치 관련 어떤 얘기든 뜨면 알려줘,news_play
시간 설정,alarm_set
알람 소리 설정,alarm_set
지금 듣고 있는 음악 볼륨 높여,system_volume_set
지금 이 음악 볼륨이 더 커야 할 거 같아,system_volume_set
내 알람들 보여줘,alarm_query
내 알람들 보여줘,alarm_query
지난 한 시간 동안 몇 개나 k. b. s. 에 새로운 기사들 포스팅 됐니,news_play
볼륨 높여줘,system_volume_set
아니 소리 줄이라고,system_volume_set
집 모든 조명들 주황색 만들어,light_dim
화장실 불 노란색 으로 바꿔줘,light_dim
내가 알람 설정한 거 있어,alarm_query
낮에 전체 조명 꺼 줘,light_off
전체 조명 낮 시간 동안 꺼 줘,light_off
낮 동안 전체 조명 꺼 줘,light_off
최신 비즈니스 뉴스 꼭 알려줘,news_play
최신 스포츠 소식 전해줄래,news_play
최신 날씨 뉴스 알려줘,news_play
다음주 화요일 은 얼마나 추워,weather_info
설정된 알람 전부 보여줘,alarm_query
현재 설정된 알람 몇 개야,alarm_query
지난 여섯 시간 동안 어떤 게 뉴스페퍼민트 뉴스야,news_play
페이스북 가짜 뉴스 단속하기 위해 논란이된 태그를 출시했다,news_play
월요일 오전 일곱 시 삼십 분 알람 제거,alarm_set
이번 주 오전 여섯 시 알람 전부 삭제,alarm_set
음악 볼륨 구십으로 높여줘,system_volume_set
음악 볼륨 구십으로 설정해,system_volume_set
내일의 기온 이 더울까 아닐까,weather_info
내일의 기온 이 덥다 는게 맞을까 아닐까,weather_info
이번 주의 일기 예보는 어때,weather_info
올리야 이번 주의 일기 예보는 뭐야,weather_info
오늘의 날씨는 어때,weather_info
시간이 몇 시야,time_query
시간 알려줘,time_query
오른 쪽 조명만 꺼,light_off
스피커 오 퍼센트로 줄여줘,system_volume_set
스피커 볼륨 육십오 퍼센트로 맞춰줘,system_volume_set
스피커 볼륨 키워줘,system_volume_set
할 수 있는 한 크게 말해,system_volume_set
조금 더 작게 말해줄래,system_volume_set
위층 화장실 불 꺼,light_off
주방 불 전원 꺼 줘,light_off
삼월 에 화요일 마다 오전 여덟 시 에 알람 맞춰줘,alarm_set
사월 에 일주일 내내 오전 열시 에 알람 맞춰줘,alarm_set
이천십칠 년 이월 구일 의 파주 날씨는 어떨까,weather_info
부산 최고 기온 은 몇도야,weather_info
앞으로 칠일 간 일기예보 알려줘,weather_info
이번 달 십삼일 기상정보 확인해줘,weather_info
이번 주 금요일 에는 구름 없이 맑을까,weather_info
오늘 회의 알람 확인해줘,alarm_query
홀 조명 퍼센트 줄여서 어둡게 해,light_dim
베란다 조명 절반 정도 어둡게 해,light_dim
오른쪽 조명 모두 꺼,light_off
