question,label
문 좀 열어,door_open
문 좀 열어?,door_open
로비 문 열어,door_open
로비 문 열어?,door_open
불 켜져있어,light_query
주방 불 켜져있어,light_query
거실 불 켜져있어,light_query
안방 불 켜져있어,light_query
침실 불 켜져있어,light_query
불 켜져있어?,light_query
조명 상태,light_query
거실 조명 상태,light_query
안방 조명 상태,light_query
침실 조명 상태,light_query
주방 조명 상태,light_query
조명 상태?,light_query
조명 켜져있어,light_query
조명 켜져있어?,light_query
거실 조명 켜져있어,light_query
안방 조명 켜져있어,light_query
침실 조명 켜져있어,light_query
주방 조명 켜져있어,light_query
침실 주방 불 켜져있어,light_query
안방 주방 불 켜져있어,light_query
거실 주방 불 켜져있어,light_query
주방 불 켜져있어?,light_query
불 켜줘,light_on
침실 불 켜줘,light_on
안방 불 켜줘,light_on
거실 불 켜줘,light_on
불 켜줘?,light_on
불 켜해,light_on
불 켜주세요,light_on
주방 불 켜줘,light_on
불 켜좀 줘,light_on
불 켜줄래,light_on
불 켜해줘,light_on
조명 켜줘,light_on
주방 조명 켜줘,light_on
조명 켜줄래,light_on
조명 켜줘?,light_on
거실 조명 켜줘,light_on
조명 켜주세요,light_on
안방 조명 켜줘,light_on
조명 켜해,light_on
조명 켜좀 줘,light_on
조명 켜해줘,light_on
침실 조명 켜줘,light_on
전등 켜줘,light_on
전등 켜주세요,light_on
주방 전등 켜줘,light_on
전등 켜좀 줘,light_on
전등 켜줘?,light_on
전등 켜줄래,light_on
안방 전등 켜줘,light_on
전등 켜해,light_on
거실 전등 켜줘,light_on
전등 켜해줘,light_on
침실 전등 켜줘,light_on
어두워,light_on
주방 어두워,light_on
안방 어두워,light_on
어두워?,light_on
거실 어두워,light_on
침실 어두워,light_on
안 보여,light_on
거실 안 보여,light_on
안 보여?,light_on
안방 안 보여,light_on
침실 안 보여,light_on
주방 안 보여,light_on
밝게 해줘,light_on
거실 밝게 해줘,light_on
주방 밝게 해줘,light_on
밝게 해해,light_on
밝게 해해줘,light_on
밝게 해줄래,light_on
밝게 해주세요,light_on
안방 밝게 해줘,light_on
침실 밝게 해줘,light_on
밝게 해줘?,light_on
밝게 좀 해좀 줘,light_on
불 좀 켜줘,light_on
불 좀 켜주세요,light_on
불 좀 켜해,light_on
안방 불 좀 켜줘,light_on
불 좀 켜해줘,light_on
불 좀 켜줘?,light_on
불 좀 켜줄래,light_on
주방 불 좀 켜줘,light_on
침실 불 좀 켜줘,light_on
거실 불 좀 켜줘,light_on
주방 거실 불 켜줘,light_on
거실 불 켜줄래,light_on
거실 불 켜해줘,light_on
침실 거실 불 켜줘,light_on
거실 불 켜줘?,light_on
거실 불 켜주세요,light_on
거실 불 켜좀 줘,light_on
안방 거실 불 켜줘,light_on
거실 불 켜해,light_on
전체 조명 켜줘,light_on
거실 전체 조명 켜줘,light_on
전체 조명 켜좀 줘,light_on
주방 전체 조명 켜줘,light_on
전체 조명 켜해줘,light_on
전체 조명 켜해,light_on
침실 전체 조명 켜줘,light_on
안방 전체 조명 켜줘,light_on
전체 조명 켜줘?,light_on
전체 조명 켜줄래,light_on
전체 조명 켜주세요,light_on
불 꺼줘,light_off
불 꺼주세요,light_off
불 꺼해줘,light_off
안방 불 꺼줘,light_off
불 꺼줄래,light_off
주방 불 꺼줘,light_off
불 꺼해,light_off
거실 불 꺼줘,light_off
불 꺼줘?,light_off
침실 불 꺼줘,light_off
불 꺼좀 줘,light_off
조명 꺼줘,light_off
조명 꺼해,light_off
조명 꺼좀 줘,light_off
안방 조명 꺼줘,light_off
거실 조명 꺼줘,light_off
주방 조명 꺼줘,light_off
조명 꺼줘?,light_off
조명 꺼주세요,light_off
조명 꺼해줘,light_off
조명 꺼줄래,light_off
침실 조명 꺼줘,light_off
전등 꺼줘,light_off
전등 꺼주세요,light_off
전등 꺼줘?,light_off
주방 전등 꺼줘,light_off
전등 꺼해,light_off
전등 꺼좀 줘,light_off
안방 전등 꺼줘,light_off
전등 꺼줄래,light_off
전등 꺼해줘,light_off
거실 전등 꺼줘,light_off
침실 전등 꺼줘,light_off
너무 밝아,light_off
침실 너무 밝아,light_off
너무 밝아?,light_off
안방 너무 밝아,light_off
거실 너무 밝아,light_off
주방 너무 밝아,light_off
눈부셔,light_off
침실 눈부셔,light_off
눈부셔?,light_off
주방 눈부셔,light_off
안방 눈부셔,light_off
거실 눈부셔,light_off
조명 은은하게,light_dim
주방 조명 은은하게,light_dim
거실 조명 은은하게,light_dim
안방 조명 은은하게,light_dim
침실 조명 은은하게,light_dim
조명 은은하게?,light_dim
아늑하게,light_dim
주방 아늑하게,light_dim
거실 아늑하게,light_dim
아늑하게?,light_dim
안방 아늑하게,light_dim
침실 아늑하게,light_dim
분위기있게,light_dim
주방 분위기있게,light_dim
침실 분위기있게,light_dim
거실 분위기있게,light_dim
분위기있게?,light_dim
안방 분위기있게,light_dim
영화보기 좋게,light_dim
주방 영화보기 좋게,light_dim
영화보기 좋게?,light_dim
거실 영화보기 좋게,light_dim
침실 영화보기 좋게,light_dim
안방 영화보기 좋게,light_dim
밝기 조절,light_dim
주방 밝기 조절,light_dim
밝기 조절?,light_dim
거실 밝기 조절,light_dim
침실 밝기 조절,light_dim
안방 밝기 조절,light_dim
거실 조명 어둡게,light_dim
침실 거실 조명 어둡게,light_dim
안방 거실 조명 어둡게,light_dim
거실 조명 어둡게?,light_dim
주방 거실 조명 어둡게,light_dim
커튼등 켜줘,light_specific
주방 커튼등 켜줘,light_specific
커튼등 켜줘?,light_specific
침실 커튼등 켜줘,light_specific
커튼등 켜해줘,light_specific
커튼등 켜해,light_specific
커튼등 켜주세요,light_specific
커튼등 켜좀 줘,light_specific
커튼등 켜줄래,light_specific
안방 커튼등 켜줘,light_specific
거실 커튼등 켜줘,light_specific
간접등 켜줘,light_specific
간접등 켜줘?,light_specific
간접등 켜줄래,light_specific
주방 간접등 켜줘,light_specific
간접등 켜주세요,light_specific
간접등 켜해,light_specific
침실 간접등 켜줘,light_specific
간접등 켜해줘,light_specific
간접등 켜좀 줘,light_specific
안방 간접등 켜줘,light_specific
거실 간접등 켜줘,light_specific
다운라이트 켜줘,light_specific
다운라이트 켜해,light_specific
다운라이트 켜줘?,light_specific
다운라이트 켜주세요,light_specific
거실 다운라이트 켜줘,light_specific
주방 다운라이트 켜줘,light_specific
침실 다운라이트 켜줘,light_specific
안방 다운라이트 켜줘,light_specific
다운라이트 켜줄래,light_specific
다운라이트 켜해줘,light_specific
다운라이트 켜좀 줘,light_specific
식탁 다운라이트,light_specific
거실 식탁 다운라이트,light_specific
안방 식탁 다운라이트,light_specific
주방 식탁 다운라이트,light_specific
식탁 다운라이트?,light_specific
침실 식탁 다운라이트,light_specific
조명 예약,light_schedule
침실 조명 예약,light_schedule
안방 조명 예약,light_schedule
주방 조명 예약,light_schedule
거실 조명 예약,light_schedule
조명 예약?,light_schedule
취침모드,light_schedule
침실 취침모드,light_schedule
취침모드?,light_schedule
주방 취침모드,light_schedule
거실 취침모드,light_schedule
안방 취침모드,light_schedule
조명 예약 있어,light_schedule
조명 예약 있어?,light_schedule
거실 조명 예약 있어,light_schedule
침실 조명 예약 있어,light_schedule
안방 조명 예약 있어,light_schedule
주방 조명 예약 있어,light_schedule
취침모드 설정,light_schedule
취침모드 설정?,light_schedule
안방 취침모드 설정,light_schedule
침실 취침모드 설정,light_schedule
거실 취침모드 설정,light_schedule
주방 취침모드 설정,light_schedule
온도 어때,heating_query
주방 온도 어때,heating_query
침실 온도 어때,heating_query
안방 온도 어때,heating_query
거실 온도 어때,heating_query
난방 상태,heating_query
거실 난방 상태,heating_query
난방 상태?,heating_query
주방 난방 상태,heating_query
침실 난방 상태,heating_query
안방 난방 상태,heating_query
실내 온도,heating_query
거실 실내 온도,heating_query
침실 실내 온도,heating_query
주방 실내 온도,heating_query
실내 온도?,heating_query
안방 실내 온도,heating_query
지금 온도 몇도,heating_query
지금 온도 몇도?,heating_query
침실 지금 온도 몇도,heating_query
안방 지금 온도 몇도,heating_query
거실 지금 온도 몇도,heating_query
주방 지금 온도 몇도,heating_query
난방 켜줘,heating_on
안방 난방 켜줘,heating_on
난방 켜주세요,heating_on
난방 켜줘?,heating_on
난방 켜좀 줘,heating_on
난방 켜줄래,heating_on
거실 난방 켜줘,heating_on
침실 난방 켜줘,heating_on
주방 난방 켜줘,heating_on
난방 켜해줘,heating_on
난방 켜해,heating_on
보일러 켜줘,heating_on
보일러 켜줘?,heating_on
보일러 켜줄래,heating_on
침실 보일러 켜줘,heating_on
보일러 켜주세요,heating_on
거실 보일러 켜줘,heating_on
주방 보일러 켜줘,heating_on
보일러 켜좀 줘,heating_on
보일러 켜해,heating_on
보일러 켜해줘,heating_on
안방 보일러 켜줘,heating_on
너무 추워,heating_on
침실 너무 추워,heating_on
너무 추워?,heating_on
안방 너무 추워,heating_on
주방 너무 추워,heating_on
거실 너무 추워,heating_on
춥다,heating_on
침실 춥다,heating_on
주방 춥다,heating_on
춥다?,heating_on
안방 춥다,heating_on
거실 춥다,heating_on
얼어 죽겠다,heating_on
침실 얼어 죽겠다,heating_on
얼어 죽겠다?,heating_on
안방 얼어 죽겠다,heating_on
주방 얼어 죽겠다,heating_on
거실 얼어 죽겠다,heating_on
쌀쌀하다,heating_on
안방 쌀쌀하다,heating_on
거실 쌀쌀하다,heating_on
주방 쌀쌀하다,heating_on
침실 쌀쌀하다,heating_on
쌀쌀하다?,heating_on
전체 난방 켜줘,heating_on
전체 난방 켜해,heating_on
전체 난방 켜해줘,heating_on
전체 난방 켜주세요,heating_on
거실 전체 난방 켜줘,heating_on
침실 전체 난방 켜줘,heating_on
전체 난방 켜좀 줘,heating_on
전체 난방 켜줄래,heating_on
전체 난방 켜줘?,heating_on
주방 전체 난방 켜줘,heating_on
안방 전체 난방 켜줘,heating_on
각 침실 난방 켜줘,heating_on
각 침실 난방 켜해줘,heating_on
각 침실 난방 켜좀 줘,heating_on
각 침실 난방 켜줄래,heating_on
거실 각 침실 난방 켜줘,heating_on
주방 각 침실 난방 켜줘,heating_on
각 침실 난방 켜해,heating_on
안방 각 침실 난방 켜줘,heating_on
각 침실 난방 켜주세요,heating_on
각 침실 난방 켜줘?,heating_on
난방 꺼줘,heating_off
난방 꺼해,heating_off
난방 꺼줄래,heating_off
안방 난방 꺼줘,heating_off
주방 난방 꺼줘,heating_off
난방 꺼해줘,heating_off
침실 난방 꺼줘,heating_off
난방 꺼좀 줘,heating_off
거실 난방 꺼줘,heating_off
난방 꺼줘?,heating_off
난방 꺼주세요,heating_off
보일러 꺼줘,heating_off
보일러 꺼해줘,heating_off
안방 보일러 꺼줘,heating_off
침실 보일러 꺼줘,heating_off
주방 보일러 꺼줘,heating_off
보일러 꺼주세요,heating_off
거실 보일러 꺼줘,heating_off
보일러 꺼좀 줘,heating_off
보일러 꺼줘?,heating_off
보일러 꺼줄래,heating_off
보일러 꺼해,heating_off
난방 올려줘,heating_up
난방 올려해,heating_up
난방 올려좀 줘,heating_up
주방 난방 올려줘,heating_up
침실 난방 올려줘,heating_up
안방 난방 올려줘,heating_up
난방 올려해줘,heating_up
거실 난방 올려줘,heating_up
난방 올려줘?,heating_up
난방 올려주세요,heating_up
난방 올려줄래,heating_up
온도 올려줘,heating_up
온도 올려해,heating_up
주방 온도 올려줘,heating_up
온도 올려좀 줘,heating_up
온도 올려주세요,heating_up
온도 올려줘?,heating_up
온도 올려줄래,heating_up
안방 온도 올려줘,heating_up
침실 온도 올려줘,heating_up
온도 올려해줘,heating_up
거실 온도 올려줘,heating_up
더 따뜻하게,heating_up
거실 더 따뜻하게,heating_up
안방 더 따뜻하게,heating_up
더 따뜻하게?,heating_up
주방 더 따뜻하게,heating_up
침실 더 따뜻하게,heating_up
전체 난방 올려줘,heating_up
전체 난방 올려좀 줘,heating_up
전체 난방 올려해줘,heating_up
거실 전체 난방 올려줘,heating_up
전체 난방 올려줘?,heating_up
전체 난방 올려줄래,heating_up
주방 전체 난방 올려줘,heating_up
전체 난방 올려해,heating_up
안방 전체 난방 올려줘,heating_up
침실 전체 난방 올려줘,heating_up
전체 난방 올려주세요,heating_up
난방 낮춰줘,heating_down
난방 낮춰줘?,heating_down
난방 낮춰해줘,heating_down
침실 난방 낮춰줘,heating_down
주방 난방 낮춰줘,heating_down
난방 낮춰해,heating_down
난방 낮춰줄래,heating_down
난방 낮춰좀 줘,heating_down
안방 난방 낮춰줘,heating_down
거실 난방 낮춰줘,heating_down
난방 낮춰주세요,heating_down
온도 낮춰줘,heating_down
온도 낮춰주세요,heating_down
온도 낮춰줄래,heating_down
거실 온도 낮춰줘,heating_down
온도 낮춰해줘,heating_down
온도 낮춰좀 줘,heating_down
주방 온도 낮춰줘,heating_down
안방 온도 낮춰줘,heating_down
온도 낮춰해,heating_down
침실 온도 낮춰줘,heating_down
온도 낮춰줘?,heating_down
좀 덜 뜨겁게,heating_down
침실 좀 덜 뜨겁게,heating_down
주방 좀 덜 뜨겁게,heating_down
좀 덜 뜨겁게?,heating_down
거실 좀 덜 뜨겁게,heating_down
안방 좀 덜 뜨겁게,heating_down
난방 예약,heating_schedule
거실 난방 예약,heating_schedule
주방 난방 예약,heating_schedule
침실 난방 예약,heating_schedule
안방 난방 예약,heating_schedule
난방 예약?,heating_schedule
난방 예약 있어,heating_schedule
침실 난방 예약 있어,heating_schedule
거실 난방 예약 있어,heating_schedule
주방 난방 예약 있어,heating_schedule
안방 난방 예약 있어,heating_schedule
난방 예약 있어?,heating_schedule
난방 예약 취소,heating_schedule
거실 난방 예약 취소,heating_schedule
난방 예약 취소?,heating_schedule
주방 난방 예약 취소,heating_schedule
안방 난방 예약 취소,heating_schedule
침실 난방 예약 취소,heating_schedule
난방 예약 모두 취소,heating_schedule
침실 난방 예약 모두 취소,heating_schedule
난방 예약 모두 취소?,heating_schedule
안방 난방 예약 모두 취소,heating_schedule
거실 난방 예약 모두 취소,heating_schedule
주방 난방 예약 모두 취소,heating_schedule
외출 모드,heating_away
침실 외출 모드,heating_away
주방 외출 모드,heating_away
안방 외출 모드,heating_away
외출 모드?,heating_away
거실 외출 모드,heating_away
외출 모드로 해줘,heating_away
외출 모드로 해줘?,heating_away
침실 외출 모드로 해줘,heating_away
외출 모드로 좀 해좀 줘,heating_away
외출 모드로 해주세요,heating_away
안방 외출 모드로 해줘,heating_away
거실 외출 모드로 해줘,heating_away
외출 모드로 해해,heating_away
외출 모드로 해해줘,heating_away
외출 모드로 해줄래,heating_away
주방 외출 모드로 해줘,heating_away
외출 난방,heating_away
안방 외출 난방,heating_away
주방 외출 난방,heating_away
침실 외출 난방,heating_away
외출 난방?,heating_away
거실 외출 난방,heating_away
난방 외출 모드,heating_away
난방 외출 모드?,heating_away
침실 난방 외출 모드,heating_away
주방 난방 외출 모드,heating_away
안방 난방 외출 모드,heating_away
거실 난방 외출 모드,heating_away
에어컨 어때,ac_query
거실 에어컨 어때,ac_query
침실 에어컨 어때,ac_query
안방 에어컨 어때,ac_query
주방 에어컨 어때,ac_query
에어컨 켜져있어,ac_query
안방 에어컨 켜져있어,ac_query
주방 에어컨 켜져있어,ac_query
침실 에어컨 켜져있어,ac_query
거실 에어컨 켜져있어,ac_query
에어컨 켜져있어?,ac_query
에어컨 설정 온도,ac_query
안방 에어컨 설정 온도,ac_query
주방 에어컨 설정 온도,ac_query
침실 에어컨 설정 온도,ac_query
거실 에어컨 설정 온도,ac_query
에어컨 설정 온도?,ac_query
바람 세기 뭐야,ac_query
안방 바람 세기 뭐야,ac_query
바람 세기 뭐야?,ac_query
거실 바람 세기 뭐야,ac_query
주방 바람 세기 뭐야,ac_query
침실 바람 세기 뭐야,ac_query
에어컨 다 켜져있어,ac_query
거실 에어컨 다 켜져있어,ac_query
침실 에어컨 다 켜져있어,ac_query
주방 에어컨 다 켜져있어,ac_query
에어컨 다 켜져있어?,ac_query
안방 에어컨 다 켜져있어,ac_query
에어컨 되고 있나,ac_query
침실 에어컨 되고 있나,ac_query
에어컨 되고 있나?,ac_query
거실 에어컨 되고 있나,ac_query
안방 에어컨 되고 있나,ac_query
주방 에어컨 되고 있나,ac_query
에어컨 켜줘,ac_on
에어컨 켜줘?,ac_on
안방 에어컨 켜줘,ac_on
에어컨 켜해줘,ac_on
에어컨 켜해,ac_on
에어컨 켜주세요,ac_on
에어컨 켜좀 줘,ac_on
침실 에어컨 켜줘,ac_on
에어컨 켜줄래,ac_on
거실 에어컨 켜줘,ac_on
주방 에어컨 켜줘,ac_on
냉방 켜줘,ac_on
침실 냉방 켜줘,ac_on
냉방 켜줘?,ac_on
냉방 켜해,ac_on
거실 냉방 켜줘,ac_on
냉방 켜줄래,ac_on
주방 냉방 켜줘,ac_on
냉방 켜주세요,ac_on
냉방 켜해줘,ac_on
냉방 켜좀 줘,ac_on
안방 냉방 켜줘,ac_on
너무 더워,ac_on
침실 너무 더워,ac_on
안방 너무 더워,ac_on
너무 더워?,ac_on
거실 너무 더워,ac_on
주방 너무 더워,ac_on
덥다,ac_on
안방 덥다,ac_on
거실 덥다,ac_on
덥다?,ac_on
주방 덥다,ac_on
침실 덥다,ac_on
시원하게 해줘,ac_on
시원하게 해주세요,ac_on
거실 시원하게 해줘,ac_on
주방 시원하게 해줘,ac_on
시원하게 좀 해좀 줘,ac_on
시원하게 해줄래,ac_on
안방 시원하게 해줘,ac_on
침실 시원하게 해줘,ac_on
시원하게 해줘?,ac_on
시원하게 해해,ac_on
시원하게 해해줘,ac_on
거실 에어컨 켜줄래,ac_on
거실 에어컨 켜해,ac_on
거실 에어컨 켜좀 줘,ac_on
거실 에어컨 켜해줘,ac_on
거실 에어컨 켜줘?,ac_on
침실 거실 에어컨 켜줘,ac_on
거실 에어컨 켜주세요,ac_on
안방 거실 에어컨 켜줘,ac_on
주방 거실 에어컨 켜줘,ac_on
에어컨 꺼줘,ac_off
에어컨 꺼줘?,ac_off
거실 에어컨 꺼줘,ac_off
에어컨 꺼해,ac_off
침실 에어컨 꺼줘,ac_off
에어컨 꺼줄래,ac_off
에어컨 꺼해줘,ac_off
에어컨 꺼주세요,ac_off
안방 에어컨 꺼줘,ac_off
에어컨 꺼좀 줘,ac_off
주방 에어컨 꺼줘,ac_off
냉방 꺼줘,ac_off
안방 냉방 꺼줘,ac_off
냉방 꺼해,ac_off
냉방 꺼해줘,ac_off
냉방 꺼줄래,ac_off
냉방 꺼주세요,ac_off
냉방 꺼좀 줘,ac_off
냉방 꺼줘?,ac_off
침실 냉방 꺼줘,ac_off
거실 냉방 꺼줘,ac_off
주방 냉방 꺼줘,ac_off
에어컨 끄자,ac_off
침실 에어컨 끄자,ac_off
에어컨 끄자?,ac_off
거실 에어컨 끄자,ac_off
안방 에어컨 끄자,ac_off
주방 에어컨 끄자,ac_off
에어컨 23도,ac_temp
주방 에어컨 23도,ac_temp
침실 에어컨 23도,ac_temp
에어컨 23도?,ac_temp
안방 에어컨 23도,ac_temp
거실 에어컨 23도,ac_temp
에어컨 온도 맞춰줘,ac_temp
에어컨 온도 맞춰해줘,ac_temp
에어컨 온도 맞춰주세요,ac_temp
안방 에어컨 온도 맞춰줘,ac_temp
거실 에어컨 온도 맞춰줘,ac_temp
주방 에어컨 온도 맞춰줘,ac_temp
에어컨 온도 맞춰줘?,ac_temp
침실 에어컨 온도 맞춰줘,ac_temp
에어컨 온도 맞춰해,ac_temp
에어컨 온도 맞춰줄래,ac_temp
에어컨 온도 맞춰좀 줘,ac_temp
에어컨 낮춰줘,ac_temp
에어컨 낮춰해,ac_temp
침실 에어컨 낮춰줘,ac_temp
에어컨 낮춰줄래,ac_temp
거실 에어컨 낮춰줘,ac_temp
에어컨 낮춰해줘,ac_temp
안방 에어컨 낮춰줘,ac_temp
주방 에어컨 낮춰줘,ac_temp
에어컨 낮춰줘?,ac_temp
에어컨 낮춰좀 줘,ac_temp
에어컨 낮춰주세요,ac_temp
에어컨 올려줘,ac_temp
에어컨 올려해,ac_temp
거실 에어컨 올려줘,ac_temp
에어컨 올려주세요,ac_temp
에어컨 올려줄래,ac_temp
안방 에어컨 올려줘,ac_temp
에어컨 올려좀 줘,ac_temp
주방 에어컨 올려줘,ac_temp
에어컨 올려줘?,ac_temp
에어컨 올려해줘,ac_temp
침실 에어컨 올려줘,ac_temp
거실 에어컨 23도로,ac_temp
침실 거실 에어컨 23도로,ac_temp
안방 거실 에어컨 23도로,ac_temp
주방 거실 에어컨 23도로,ac_temp
거실 에어컨 23도로?,ac_temp
제습 모드,ac_mode
주방 제습 모드,ac_mode
제습 모드?,ac_mode
거실 제습 모드,ac_mode
안방 제습 모드,ac_mode
침실 제습 모드,ac_mode
송풍 모드,ac_mode
안방 송풍 모드,ac_mode
침실 송풍 모드,ac_mode
거실 송풍 모드,ac_mode
송풍 모드?,ac_mode
주방 송풍 모드,ac_mode
냉방 모드,ac_mode
주방 냉방 모드,ac_mode
거실 냉방 모드,ac_mode
침실 냉방 모드,ac_mode
냉방 모드?,ac_mode
안방 냉방 모드,ac_mode
자동 모드,ac_mode
침실 자동 모드,ac_mode
거실 자동 모드,ac_mode
자동 모드?,ac_mode
안방 자동 모드,ac_mode
주방 자동 모드,ac_mode
제습으로 해줘,ac_mode
제습으로 해줄래,ac_mode
침실 제습으로 해줘,ac_mode
주방 제습으로 해줘,ac_mode
제습으로 해주세요,ac_mode
거실 제습으로 해줘,ac_mode
제습으로 해해줘,ac_mode
제습으로 해해,ac_mode
안방 제습으로 해줘,ac_mode
제습으로 좀 해좀 줘,ac_mode
제습으로 해줘?,ac_mode
송풍해줘,ac_mode
송풍해해,ac_mode
송풍해해줘,ac_mode
안방 송풍해줘,ac_mode
거실 송풍해줘,ac_mode
침실 송풍해줘,ac_mode
송풍좀 해좀 줘,ac_mode
송풍해줘?,ac_mode
송풍해주세요,ac_mode
송풍해줄래,ac_mode
주방 송풍해줘,ac_mode
거실 제습으로,ac_mode
안방 거실 제습으로,ac_mode
주방 거실 제습으로,ac_mode
거실 제습으로?,ac_mode
침실 거실 제습으로,ac_mode
바람 세게,ac_wind
거실 바람 세게,ac_wind
안방 바람 세게,ac_wind
침실 바람 세게,ac_wind
바람 세게?,ac_wind
주방 바람 세게,ac_wind
바람 줄여줘,ac_wind
바람 줄여해,ac_wind
안방 바람 줄여줘,ac_wind
바람 줄여줄래,ac_wind
바람 줄여해줘,ac_wind
거실 바람 줄여줘,ac_wind
바람 줄여주세요,ac_wind
바람 줄여줘?,ac_wind
주방 바람 줄여줘,ac_wind
바람 줄여좀 줘,ac_wind
침실 바람 줄여줘,ac_wind
강풍,ac_wind
침실 강풍,ac_wind
거실 강풍,ac_wind
강풍?,ac_wind
안방 강풍,ac_wind
주방 강풍,ac_wind
약풍,ac_wind
안방 약풍,ac_wind
주방 약풍,ac_wind
침실 약풍,ac_wind
거실 약풍,ac_wind
약풍?,ac_wind
풍향 고정,ac_wind
풍향 고정?,ac_wind
주방 풍향 고정,ac_wind
안방 풍향 고정,ac_wind
거실 풍향 고정,ac_wind
침실 풍향 고정,ac_wind
거실 에어컨 세게,ac_wind
안방 거실 에어컨 세게,ac_wind
주방 거실 에어컨 세게,ac_wind
거실 에어컨 세게?,ac_wind
침실 거실 에어컨 세게,ac_wind
에어컨 자동모드,ac_schedule
안방 에어컨 자동모드,ac_schedule
침실 에어컨 자동모드,ac_schedule
거실 에어컨 자동모드,ac_schedule
주방 에어컨 자동모드,ac_schedule
에어컨 자동모드?,ac_schedule
취침모드 에어컨,ac_schedule
안방 취침모드 에어컨,ac_schedule
취침모드 에어컨?,ac_schedule
침실 취침모드 에어컨,ac_schedule
거실 취침모드 에어컨,ac_schedule
주방 취침모드 에어컨,ac_schedule
자고있을때 에어컨,ac_schedule
침실 자고있을때 에어컨,ac_schedule
안방 자고있을때 에어컨,ac_schedule
자고있을때 에어컨?,ac_schedule
거실 자고있을때 에어컨,ac_schedule
주방 자고있을때 에어컨,ac_schedule
전체 다 켜,ac_exception
전체 다 켜?,ac_exception
거실 전체 다 켜,ac_exception
침실 전체 다 켜,ac_exception
안방 전체 다 켜,ac_exception
주방 전체 다 켜,ac_exception
전기요금 아끼게,ac_exception
침실 전기요금 아끼게,ac_exception
안방 전기요금 아끼게,ac_exception
거실 전기요금 아끼게,ac_exception
전기요금 아끼게?,ac_exception
주방 전기요금 아끼게,ac_exception
에어컨 고장,ac_exception
거실 에어컨 고장,ac_exception
침실 에어컨 고장,ac_exception
에어컨 고장?,ac_exception
주방 에어컨 고장,ac_exception
안방 에어컨 고장,ac_exception
환기 켜줘,ventilation_on
환기 켜줘?,ventilation_on
환기 켜주세요,ventilation_on
환기 켜줄래,ventilation_on
침실 환기 켜줘,ventilation_on
안방 환기 켜줘,ventilation_on
주방 환기 켜줘,ventilation_on
환기 켜해,ventilation_on
거실 환기 켜줘,ventilation_on
환기 켜해줘,ventilation_on
환기 켜좀 줘,ventilation_on
공기가 탁해,ventilation_on
안방 공기가 탁해,ventilation_on
침실 공기가 탁해,ventilation_on
주방 공기가 탁해,ventilation_on
거실 공기가 탁해,ventilation_on
공기가 탁좀 해,ventilation_on
공기가 탁해?,ventilation_on
답답해,ventilation_on
안방 답답해,ventilation_on
답답해?,ventilation_on
답답좀 해,ventilation_on
주방 답답해,ventilation_on
침실 답답해,ventilation_on
거실 답답해,ventilation_on
환기 좀 시켜줘,ventilation_on
환기 좀 시켜해줘,ventilation_on
침실 환기 좀 시켜줘,ventilation_on
안방 환기 좀 시켜줘,ventilation_on
환기 좀 시켜줘?,ventilation_on
주방 환기 좀 시켜줘,ventilation_on
