question,label
이번 주 광주 먼지 말해주라,dust_query
내일 부산 먼지,dust_query
내일 대구 먼지 말해,dust_query
이따 대전 먼지 말해줘,dust_query
일요일 먼지 뭐야,dust_query
내일 부산 먼지 말해주라,dust_query
부산 먼지,dust_query
경북 내일 미세먼지 어떨까,dust_query
익산 먼지 어떨 것 같은지 말해줘,dust_query
2월 2O일 먼지 알려주겠니,dust_query
1월 3O일 먼지 정보 알려주세요,dust_query
6월 그 때 미세먼지 어떨까,dust_query
8월 그 때 먼지 좋으려나,dust_query
호성동 먼지 어떨 것 같은데,dust_query
덕진동 미세먼지 어떨까,dust_query
송천동 먼지 말해줄래,dust_query
나운동 먼지 미세먼지,dust_query
미룡동 먼지 많이 꼈나,dust_query
조촌동 먼지 어떠냐,dust_query
금천구 야 미세먼지 어떨까,dust_query
노원구 일요일 먼지 알려줬으면,dust_query
5월 5일 먼지 어떠려나,dust_query
4월 8일 음성 먼지 어떤지 말해달라고,dust_query
1월 11일 먼지 궁금해서 물어봤는데,dust_query
2월 28일 미세먼지 어떨까 좀 알려주세요,dust_query
일요일 수원 먼지 어떠려나,dust_query
고양시 현재 먼지 어떠려나,dust_query
용인 일요일 먼지 알려주겠니,dust_query
성남 먼지 궁금해,dust_query
부천 지금 먼지 어떤데,dust_query
화성 미세먼지 어떨까,dust_query
남양주 먼지 완전 문젠데,dust_query
세종 먼지 한 번 알려줘,dust_query
천안 모레 먼지 궁금해,dust_query
안산 먼지 궁금해요,dust_query
안양 미세먼지 어떨까,dust_query
김포 미세먼지 어떨까,dust_query
평택 지금 미세먼지 어떨까,dust_query
파주 미세먼지 어떨까 좀 알려줄래,dust_query
미세먼지 의정부 먼지,dust_query
미세먼지 김포 먼지,dust_query
내일 근데 구미 먼지 어떠려나,dust_query
양산 오존 없니 지금,dust_query
원주 하늘 오존 없니 지금,dust_query
진주 미세먼지 어떨까 지금,dust_query
세종 공기상태 알려줘,dust_query
아 광명 먼지 심하네,dust_query
어떤데 아산 먼지,dust_query
익산 먼지 알려줬으면 졸겠어,dust_query
춘천 지금 오존 없나,dust_query
경산 하늘 오존 많네,dust_query
내일 군포 여행갈건데 오존 알려줘,dust_query
하남 오존 궁금하네,dust_query
일요일 여수 초미세먼지 심하니,dust_query
내일 경주 초미세먼지 심할까,dust_query
거제도 초미세먼지 많이 심하려나,dust_query
목포 알려주세요 먼지,dust_query
이천 초미세먼지 꼈나,dust_query
강릉 초미세먼지 끼었나,dust_query
양주 지금 하늘 초미세먼지 많니,dust_query
충주 초미세먼지 알려주세요 궁금해요,dust_query
안성 맑으려나 내일,dust_query
서산 초미세먼지 궁금해서,dust_query
구리 내일 초미세먼지 안 심해야 하는데,dust_query
서귀포 미세먼지 알려줘,dust_query
당진 내일 미세먼지 깨끗하니,dust_query
안동 다음 주 초미세먼지 알려줄래요,dust_query
포천 먼지 어떻게 돼,dust_query
일요일 의왕 미세먼지 심할까 좀 알려줄수 있니,dust_query
내일 초미세먼지 광양 알려줄수 있어,dust_query
이번 주 제천 초미세먼지 알려줄래,dust_query
논산 다음 주 초미세먼지 알려줘,dust_query
이번 주 칠곡 초미세먼지 줘,dust_query
여주 다음 주 초미세먼지 알려줄래,dust_query
정읍 먼지 어떻게 돼요,dust_query
일요일 음성군 미세먼지 심할까 좀 알려줄수 있니,dust_query
내일 양평 꽃가루 알려줄수 있어,dust_query
이번 주 공주 꽃가루 알려줄래,dust_query
완주 다음 주 꽃가루 알려줘,dust_query
이번 주 상주 꽃가루 줘,dust_query
영천 내일 하늘 미세먼지 심할까,dust_query
동두천 일요일 꽃가루 심하니,dust_query
김제 지금 꽃가루 많이 없니,dust_query
무안 꽃가루 없니,dust_query
진천 꽃가루 많이 심하니,dust_query
예산군 꽃가루 알려줘,dust_query
문경 내일 마스크 챙길까,dust_query
속초 모레 마스크 써야하나,dust_query
이번 주 삼척 꽃가루 많이 없니,dust_query
홍천 내일 먼지 심하겠지,dust_query
해남 혹시 미세먼지 깨끗하니,dust_query
창녕 꽃가루 심하니,dust_query
내일 태안 미세먼지 심할까 나쁠까,dust_query
고흥 먼지 심하겠지 글쎄,dust_query
화순 꽃가루 심해지려나,dust_query
거창 일요일 꽃가루 심하니,dust_query
가평 꽃가루 알려줘,dust_query
내일 고창 미세먼지 심할까 나쁠까,dust_query
서천 미세먼지 심할까 나쁠까,dust_query
혹시 내일 금산 먼지 심하니 마스크 챙길까,dust_query
부안 일요일 마스크 필요하니,dust_query
내일 옥천 마스크 필요할까,dust_query
영광 마스크 챙겨야하나 모르겠네,dust_query
울진 꽃가루 심하면 안되는데,dust_query
완도 미세먼지 심할까 그 때,dust_query
혹시 담양 이번 주 꽃가루 심하니,dust_query
그 때 횡성 혹시 미세먼지 심할까 나쁠까,dust_query
나 내일 계룡 여행가는데 꽃가루 알려줘,dust_query
아 미세먼지 혹시 심하려나,dust_query
장성 하늘 심하니,dust_query
청도 이따가 꽃가루 없으려나,dust_query
괴산 꽃가루 꼈니,dust_query
강남 하늘 미세먼지 심할까,dust_query
함양 일요일 꽃가루 심하나,dust_query
그 때 하늘 어떠려나,dust_query
증평 하늘 꽃가루 많이 심하니 그 날,dust_query
영월 꽃가루 어떨 것 같아,dust_query
이번 주 장흥 미세먼지 깨끗하니,dust_query
영덕 미세먼지 어때상태 심하면 안될텐데,dust_query
다음 주 정선 미세먼지 알려줘,dust_query
내일 강진 꽃가루 심할까,dust_query
내일 혹시 보은 꽃가루 없으려나,dust_query
오늘 인제 미세먼지 심하니,dust_query
진도 미세먼지 심할까 좋으려나,dust_query
군산 미세먼지 심할까 미세먼지 나쁠까 정말,dust_query
곡성 미세먼지 없을까,dust_query
내일 단양 미세먼지 심하겠지 글쎄,dust_query
내일 순창 미세먼지 심하면 안되는데,dust_query
혹시 의령 미세먼지 안 심하겠지,dust_query
양양 의정부 미세먼지 없을까,dust_query
내일 화천 마스크 필요해,dust_query
청송 마스크 쓸까,dust_query
내일 구례 마스크 챙길까 말까,dust_query
무주 미세먼지 궁금한데 알려주겠니,dust_query
진안 혹시 미세먼지 알려줘,dust_query
내일모레 양구 미세먼지 궁금해요,dust_query
내일모레 군위 미세먼지 궁금해,dust_query
장수 미세먼지 많이 심한가,dust_query
영양 미세먼지 알려주겠니,dust_query
울릉 미세먼지 정보 알려주세요,dust_query
혹시 그 때 종로구 미세먼지 미세먼지,dust_query
그 때 관악구 미세먼지 좋겠지,dust_query
서초구 미세먼지 어떨 것 같은데,dust_query
강동구 미세먼지 미세먼지,dust_query
도봉구 미세먼지 미세먼지,dust_query
중랑구 현재 미세먼지 말해주겠니,dust_query
광진구 청주 미세먼지 미세먼지,dust_query
오늘 용산구 미세먼지 알려줘,dust_query
마포구 미세먼지 미세먼지,dust_query
그럼 강남 미세먼지 미세먼지,dust_query
강동 미세먼지 어떤지 좀 말해줘,dust_query
동작구 미세먼지 궁금해서 물어봤어요,dust_query
경상도 미세먼지 알려주세요,dust_query
경남 미세먼지 어떠려나,dust_query
전북 현재 미세먼지 어떠려나,dust_query
전남 스모크 어떠려나,dust_query
오늘 전북 스모크 알려주겠니,dust_query
영등포 스모크 궁금해,dust_query
현재 양천구 스모크 어떤데,dust_query
저기 마포구 스모크 미세먼지,dust_query
현재 성북구 스모크 완전 문젠데,dust_query
중랑구 스모크 궁금해,dust_query
용산구 스모크 궁금해요,dust_query
종로구 현재 미세먼지 심할까 좋니,dust_query
현재 스모크 미세먼지,dust_query
송파구 미세먼지 심할까 좀 알려줄래,dust_query
미세먼지 마포구 스모크,dust_query
제주시 스모크 궁금해,dust_query
합천군 스모크 궁금해,dust_query
오늘 함안군 미세먼지 어때,dust_query
창녕군 미세먼지 심할까,dust_query
고성군 스모크 알려줘,dust_query
거제시 스모그 알려줄래,dust_query
오늘 의성군 스모그 알려줘,dust_query
울진군 미세먼지 어때,dust_query
영천시 스모그 미세먼지,dust_query
구미시 스모그 미세먼지,dust_query
봉화군 미세먼지 심할까,dust_query
태안군 미세먼지 알려줘,dust_query
미세먼지 스모그 논산시,dust_query
계룡시 스모그 미세먼지,dust_query
오늘 청주시 흥덕구 스모그 알려줘,dust_query
오늘 진천군 스모그 미세먼지,dust_query
증평군 미세먼지 심할까,dust_query
제천시 미세먼지 알려줘,dust_query
화천군 미세먼지 어때,dust_query
홍천군 미세먼지 알려줘,dust_query
원주시 미세먼지 물어볼게,dust_query
영월군 미세먼지 알려줄래,dust_query
서초구 미세먼지 어때,dust_query
속초시 스모그 알려줘,dust_query
강릉시 스모그 궁금해,dust_query
울산 북구 스모그 미세먼지,dust_query
계양구 스모그 알려줘,dust_query
오늘 부평구 스모그 미세먼지,dust_query
인천 서구 미세먼지 궁금해,dust_query
연수구 미세먼지 알려줘,dust_query
미추홀구 미세먼지 궁금해요,dust_query
사하구 미세먼지 어때,dust_query
해운대구 미세먼지 어떠려나,dust_query
오늘 북구 스모그 미세먼지,dust_query
오늘 동래구 미세먼지 알려줘,dust_query
금정구 스모그 미세먼지,dust_query
부산 강서구 미세먼지 알려줘,dust_query
오늘 안성시 미세먼지 알려줄래,dust_query
수원시 팔달구 미세먼지 알려줘,dust_query
동두천시 미세먼지 알려줘,dust_query
양주시 스모그 궁금해,dust_query
양주시 미세먼지 알려주세요,dust_query
안성시 미세먼지 어때,dust_query
합정동 미세먼지 알려줘,dust_query
망원동 미세먼지 알려줘,dust_query
연천군 미세먼지 심할까,dust_query
이천시 스모그 미세먼지,dust_query
하남시 스모그 궁금해요,dust_query
화성시 스모그 알려줘,dust_query
군포시 미세먼지 알려주세요,dust_query
구리시 미세먼지 알려줘,dust_query
광명시 미세먼지 궁금합니다,dust_query
고양시 덕양구 스모그 알려줘,dust_query
가평군 미세먼지 궁금해,dust_query
구로구 스모그 알려줘,dust_query
은평구 스모그 알려줘,dust_query
종로구 스모그 궁금해,dust_query
오늘 미세먼지 익산시 스모그,dust_query
인천 동구 스모그 궁금해,dust_query
웅진군 미세먼지 궁금해,dust_query
부산진구 미세먼지 알려줘,dust_query
동래구 스모그 알려줄래,dust_query
음성군 스모그 알려주세요,dust_query
고양시 일산서구 스모그 알려줄래,dust_query
의정부시 미세먼지 궁금해,dust_query
용인시 수지구 미세먼지 어때,dust_query
오산시 미세먼지 알려줘,dust_query
성남시 분당구 미세먼지 알려주세요,dust_query
삼척시 미세먼지 궁금해요,dust_query
오늘 원주시 스모그 미세먼지,dust_query
한강 가는데 근처 미세먼지 알려줘,dust_query
광화문 미세먼지 알려줘,dust_query
통영시 스모그 미세먼지,dust_query
광주시 스모그 알려줘,dust_query
사천시 스모그 미세먼지,dust_query
안산시 황사 알려줄래,dust_query
여주시 미세먼지는,dust_query
파주시 황사 알려줘,dust_query
남구 미세먼지 어때,dust_query
수영구 미세먼지 알려줘,dust_query
동래구 황사 궁금해,dust_query
태백시 미세먼지 어때,dust_query
설악산 가는데 근처 미세먼지 어떠니,dust_query
한라산 가는데 근처 미세먼지 어때,dust_query
성미산 가는데 근처 황사 미세먼지,dust_query
하늘공원 가는데 근처 황사 궁금해,dust_query
시청 가는데 근처 황사 궁금해,dust_query
오늘 경리단길 가는데 황사 미세먼지,dust_query
오늘 망리단길 가는데 미세먼지 어떠니,dust_query
오늘 을왕리 가는데 근처 미세먼지 어때,dust_query
임자도 황사 미세먼지,dust_query
교동도 황사 알려줘,dust_query
자은도 가려는데 오늘 황사 알려줄래,dust_query
압해도 가는데 황사 궁금해요,dust_query
대연평도 가려는데 오늘 황사 미세먼지,dust_query
생일도 황사 알려주세요,dust_query
원산도 오늘 황사 알려줘,dust_query
안도 오늘 황사 미세먼지,dust_query
오늘 죽도 미세먼지 어때,dust_query
외도 가는데 미세먼지 어때,dust_query
가덕도 오늘 미세먼지 알려줘,dust_query
석모도 황사 궁금해요,dust_query
신의도 오늘 황사 알려줄래,dust_query
사랑도 오늘 미세먼지 알려줄래,dust_query
팔금도 오늘 미세먼지 궁금해,dust_query
외나로도 황사 알려줘,dust_query
우도 황사 알려줘,dust_query
선유도 오늘 미세먼지 어때,dust_query
영흥도 오늘 미세먼지 알려줄래,dust_query
중도 오늘 황사 알려줘,dust_query
도초도 황사 미세먼지,dust_query
거제도 황사 알려줄래,dust_query
금오도 황사 궁금해요,dust_query
자은도 황사 알려주세요,dust_query
가거도 황사 미세먼지,dust_query
청산도 가려는데 오늘 황사 궁금해요,dust_query
보길도 가는데 미세먼지 알려줘,dust_query
거문도 가려는데 오늘 황사 미세먼지,dust_query
흑산도 가려는데 오늘 미세먼지 알려줘,dust_query
백령도 오늘 황사 알려줘,dust_query
안면도 황사 오늘 미세먼지,dust_query
강화도 가려는데 오늘 미세먼지 궁금해요,dust_query
대부도 가려는데 오늘 황사 미세먼지,dust_query
ㅋㅋ 독도 가려는데 황사 알려줄래,dust_query
울릉도 가는데 황사 알려줘,dust_query
부평구 가려는데 미세먼지 알려줘,dust_query
그럼 방배동 오늘 황사 알려줘,dust_query
상암동 황사 알려줄래,dust_query
논현동 황사좀 알려줘,dust_query
삼성동 오늘 미세먼지 알려줘,dust_query
개봉동 가는데 황사 미세먼지,dust_query
신수동 가는데 미세먼지 알려줘,dust_query
잠실 가려는데 근처 황사 알려줘,dust_query
가락동 가는데 황사 알려줘,dust_query
부산 종로 오늘 미세먼지 알려줘,dust_query
월계동 미세먼지 궁금해요,dust_query
여의도 가는데 오늘 미세먼지 어때요,dust_query
문정동 가는데 황사 어떤가요,dust_query
대포동 가려는데 오늘 황사 미세먼지,dust_query
경주 가는데 오늘 미세먼지 어때,dust_query
그럼 먼지 알려주겠니,dust_query
먼지 정보 알려주세요 ㅋㅋ,dust_query
그 때 미세먼지 어떨까 ㅎㅎ,dust_query
아 그 때 먼지 좋으려나,dust_query
어후 미세먼지 어떨 것 같은데,dust_query
아니 미세먼지 어떨까 ㅋㅋ,dust_query
야 미세먼지 말해줄래,dust_query
혹시 미세먼지 어떠니,dust_query
그럼 나 미세먼지 알려줘,dust_query
아니 지금 먼지 어떠냐,dust_query
야 미세먼지 어때 알려줘봐,dust_query
그럼 토요일 먼지 알려줘,dust_query
아니 야 잠깐 미세먼지 어떠려나,dust_query
그러면 전주 미세먼지 어떤지 말해줘,dust_query
글면 미세먼지 궁금해서 물어봤어,dust_query
그럼 이제 먼지 알려주세요,dust_query
아니 지금 미세먼지 어떠려나,dust_query
그러면 현재 미세먼지 어떠려나,dust_query
그럼 이제 토요일 먼지 알려주겠니,dust_query
ㅋㅋㅋ 먼지 궁금해,dust_query
지금 ㅋㅋ 먼지 어떤데,dust_query
ㅋㅋㅋㅋ 저기 지금 미세먼지 어떠냐,dust_query
먼지 완전 문젠데 ㅋㅋ,dust_query
ㅎㅎ 세종 먼지 한 번 알려줘,dust_query
그러면 나 이제 모레 미세먼지 어떨까 궁금해,dust_query
미세먼지 심할까 궁금하네요 이제,dust_query
구로구 근처 미세먼지 심할까,dust_query
부산시 종루구 미세먼지 알려줄래,dust_query
그러면 부산시 용산구 미세먼지 알려줘,dust_query
부산 여행 갈건데 미세먼지 어떠냐고,dust_query
나 전주 여행 간다 미세먼지 알려줘라,dust_query
수요일 나 부산 여행 가는데 미세먼지 심할까 궁금하네,dust_query
아 ㅋㅋㅋ 부산 미세먼지 알려줘,dust_query
그러면 마포구 지금 미세먼지 심할까 심해지냐,dust_query
은평구 현재 미세먼지 어떨까,dust_query
아 맞다 미세먼지 심할까 좀 알려줄래,dust_query
관악구 미세먼지 먼지,dust_query
미세먼지 알려주겠니,dust_query
미세먼지 정보 알려주세요,dust_query
그 때 미세먼지 심할까,dust_query
그 때 미세먼지 좋으려나,dust_query
미세먼지 어떨 것 같은데,dust_query
미세먼지 어때,dust_query
미세먼지 말해줄래,dust_query
미세먼지 어떠니,dust_query
먼지 많이 꼈나,dust_query
미세먼지 어떠냐,dust_query
야 미세먼지 어때,dust_query
그럼 과천 미세먼지 심할까,dust_query
그럼 증평 미세먼지 심할까,dust_query
그럼 양구 미세먼지 어때,dust_query
그럼 상주 마스크 써야 할까,dust_query
그럼 계룡 미세먼지 어때,dust_query
그럼 거제 미세먼지 심할까,dust_query
그럼 제주 미세먼지,dust_query
그럼 영월 미세먼지,dust_query
